City_ID,City,Country,Max Temp,Lat,Lng,Hotel Name
610,Taicheng,CN,17.85,38.731,113.228,五台山康旅酒店
611,Salcedo,PH,73.92,12.8105,121.4674,Yamaji Freeman Farm
612,Wanning,CN,67.3,18.8003,110.3967,Paradise Hotel
613,Amarwara,IN,61.18,22.3,79.1667,Prasiya Chat Bhandaar Amareara
614,Halifax,CA,23.49,44.6453,-63.5724,Hotel Halifax
616,Itoman,JP,62.62,26.1247,127.6694,Southern Beach Hotel & Resort Okinawa
618,Vila Do Maio,CV,75.99,15.1333,-23.2167,Hotel Marilu
620,Watertown,US,24.3,42.3709,-71.1828,Apt downtown Waltham
621,Darovskoy,RU,14.85,58.77,47.9564,"Hotel ""Central"""
622,Asfi,MA,59.36,32.2994,-9.2372,Hôtel Abda
624,Deniliquin,AU,66.99,-35.5333,144.9667,Riviana Motel
625,Khandbari,NP,51.96,27.3747,87.2039,Sainik Hotel And Lodge
626,Arnedo,ES,45.82,42.2167,-2.1,Hotel Virrey
628,Jieshi,CN,61.95,22.8134,115.8257,Yuehai Hotel
629,Ales,FR,46.26,44.1333,4.0833,ibis Alès Centre-Ville
630,Constitucion,CL,67.33,-35.3333,-72.4167,Hotel Boutique Las Azucenas
631,Kendal,GB,44.19,54.3268,-2.7476,Castle Green Hotel - managed by Legacy Hotels and Resorts
633,Westport,US,26.29,41.1415,-73.3579,The Westport Inn
635,Skjervoy,NO,32.18,70.0311,20.9714,Skjervøy Byggeservice AS
636,Annau,TM,33.3,37.8876,58.516,"Гостиница ""Уссат инженер"""
637,Ambon,ID,77.14,-3.6954,128.1814,Swiss-Belhotel Ambon
639,Kihei,US,73.85,20.785,-156.4656,Maui Sunset
640,Karachi,PK,67.82,24.9056,67.0822,Sadaat
643,Lloydminster,CA,13.68,53.2835,-110.0016,BCMInns - Lloydminster
644,Viramgam,IN,70.03,23.1225,72.0484,'Hotel Asopalav & Guest House-honest
646,Nogales,MX,74.32,31.3086,-110.9422,Siesta Motel
647,Kigorobya,UG,75.54,1.6162,31.3089,Palace guest house kigorobya
652,Liwale,TZ,71.46,-9.7667,37.9333,Samoma lodge
654,Great Yarmouth,GB,42.94,52.6083,1.7305,Comfort Hotel Great Yarmouth
655,Saint Pete Beach,US,66.16,27.7253,-82.7412,Grand Plaza Hotel - St. Pete Beach
656,Kahului,US,74.84,20.8947,-156.47,Maui Seaside Hotel
657,Tomohon,ID,65.34,1.3346,124.8392,Gardenia Country Inn
659,Worcester,US,21.22,42.3334,-71.8328,Classic Suites & Inns
665,Centralia,US,46.9,46.7162,-122.9543,Peppermill Inn
667,La Rioja,ES,38.98,42.25,-2.5,Casa Concejos
668,Buala,SB,79.2,-8.145,159.5921,Maringe Lagoon Lodge
669,Ibra,OM,64.2,22.6906,58.5334,مزرعة راحة النفوس المنزفة
671,Sri Aman,MY,73.45,1.2376,111.4621,Seri Simanggang Hotel
673,Saraland,US,63.55,30.8207,-88.0706,Microtel Inn & Suites by Wyndham Saraland/North Mobile
675,Benicarlo,ES,57.25,40.4165,0.4271,Hotel & Spa Peñíscola Plaza Suites
676,Havoysund,NO,31.08,70.9963,24.6622,Arctic View Glamping & Restaurant
677,Khash,IR,45.41,28.2211,61.2158,خوابگاه آبجی محدثه
678,Arona,ES,61.83,28.0996,-16.681,Paradise Court
679,Urumqi,CN,13.15,43.801,87.6005,Hua Ling Grand Hotel Urumqi
680,Palu,ID,76.14,-0.8917,119.8707,Hotel Santika Palu
681,Korem,ET,56.48,12.5058,39.5228,Lakomeliza Hotel
682,Abnub,EG,59.22,27.2696,31.1511,مضيفت اولاد احمد ابو حسين
684,Pingliang,CN,23.09,35.5392,106.6861,North Gate Hostel
689,Jijiga,ET,62.19,9.35,42.8,RAMAAS HOTEL
690,Winnemucca,US,54.1,40.973,-117.7357,Winners Inn Casino
691,Saint-Marc-Des-Carrieres,CA,10.47,46.6834,-72.0491,Larguer les samares
692,Shetpe,KZ,31.68,44.1667,52.1167,Rtsm Shetpe Analog
693,Molteno,ZA,62.94,-31.3968,26.3625,Nadirashaleeta B&B
695,Bad Berleburg,DE,43.61,51.05,8.4,Landgasthof Restaurant Laibach
696,Selishche,RU,27.28,56.8879,33.2691,Guest House near t/b Chaika
697,Freeport,US,27.18,40.6576,-73.5832,The Freeport Inn and Marina
698,Tomakomai,JP,19.54,42.6369,141.6033,Hotel Wing International Tomakomai
699,Kilrush,IE,44.35,52.6397,-9.4833,Innwood House
701,Qena,EG,64.51,26.1615,32.7183,"Grand hotel ""Quena"""
702,Naliya,IN,66.27,23.2667,68.8333,jadeja jayendrasinh
705,Landerneau,FR,48.78,48.4525,-4.2525,Le Clos Du Pontic
706,Ormara,PK,70.45,25.2088,64.6357,Kenara Colony house for Rent
